entityType,entityId,chunkId
FinancialMetric,FM853,CH191
FinancialMetric,FM855,CH191
FinancialMetric,FM091,CH192
FinancialMetric,FM094,CH192
FinancialMetric,FM109,CH192
FinancialMetric,FM110,CH192
FinancialMetric,FM219,CH192
FinancialMetric,FM405,CH192
FinancialMetric,FM532,CH192
FinancialMetric,FM566,CH192
FinancialMetric,FM569,CH192
FinancialMetric,FM851,CH192
FinancialMetric,FM850,CH193
FinancialMetric,FM857,CH193
FinancialMetric,FM051,CH195
FinancialMetric,FM591,CH195
FinancialMetric,FM634,CH196
FinancialMetric,FM636,CH196
FinancialMetric,FM100,CH197
FinancialMetric,FM681,CH197
FinancialMetric,FM101,CH198
FinancialMetric,FM274,CH198
FinancialMetric,FM275,CH198
FinancialMetric,FM276,CH198
FinancialMetric,FM277,CH198
FinancialMetric,FM385,CH198
FinancialMetric,FM386,CH198
FinancialMetric,FM387,CH198
FinancialMetric,FM626,CH198
FinancialMetric,FM627,CH198
FinancialMetric,FM628,CH198
FinancialMetric,FM629,CH198
FinancialMetric,FM749,CH198
FinancialMetric,FM818,CH198
FinancialMetric,FM361,CH201
FinancialMetric,FM795,CH219
FinancialMetric,FM431,CH220
FinancialMetric,FM154,CH221
FinancialMetric,FM160,CH221
FinancialMetric,FM162,CH221
FinancialMetric,FM169,CH221
FinancialMetric,FM120,CH222
FinancialMetric,FM121,CH222
FinancialMetric,FM158,CH222
FinancialMetric,FM159,CH222
FinancialMetric,FM161,CH222
FinancialMetric,FM163,CH222
FinancialMetric,FM170,CH222
FinancialMetric,FM612,CH222
FinancialMetric,FM658,CH222
FinancialMetric,FM045,CH223
FinancialMetric,FM194,CH223
FinancialMetric,FM195,CH223
FinancialMetric,FM349,CH223
FinancialMetric,FM423,CH223
FinancialMetric,FM536,CH223
FinancialMetric,FM046,CH224
FinancialMetric,FM047,CH224
FinancialMetric,FM196,CH224
FinancialMetric,FM213,CH224
FinancialMetric,FM342,CH224
FinancialMetric,FM359,CH224
FinancialMetric,FM371,CH224
FinancialMetric,FM424,CH224
FinancialMetric,FM426,CH224
FinancialMetric,FM537,CH224
FinancialMetric,FM538,CH224
FinancialMetric,FM688,CH224
FinancialMetric,FM746,CH224
FinancialMetric,FM780,CH224
FinancialMetric,FM347,CH225
FinancialMetric,FM348,CH225
FinancialMetric,FM724,CH225
FinancialMetric,FM416,CH227
FinancialMetric,FM417,CH227
FinancialMetric,FM444,CH227
FinancialMetric,FM449,CH227
FinancialMetric,FM454,CH227
FinancialMetric,FM567,CH227
FinancialMetric,FM570,CH227
FinancialMetric,FM614,CH227
FinancialMetric,FM292,CH228
FinancialMetric,FM357,CH228
FinancialMetric,FM483,CH228
FinancialMetric,FM484,CH228
FinancialMetric,FM598,CH228
FinancialMetric,FM599,CH228
FinancialMetric,FM600,CH228
FinancialMetric,FM620,CH228
FinancialMetric,FM307,CH229
FinancialMetric,FM356,CH229
FinancialMetric,FM481,CH229
FinancialMetric,FM486,CH229
FinancialMetric,FM520,CH229
FinancialMetric,FM548,CH229
FinancialMetric,FM144,CH230
FinancialMetric,FM346,CH230
FinancialMetric,FM428,CH230
FinancialMetric,FM447,CH230
FinancialMetric,FM468,CH230
FinancialMetric,FM549,CH230
FinancialMetric,FM551,CH230
FinancialMetric,FM297,CH231
FinancialMetric,FM299,CH231
FinancialMetric,FM350,CH231
FinancialMetric,FM427,CH231
FinancialMetric,FM653,CH232
FinancialMetric,FM133,CH237
FinancialMetric,FM671,CH253
FinancialMetric,FM316,CH255
FinancialMetric,FM059,CH257
FinancialMetric,FM177,CH268
FinancialMetric,FM787,CH268
FinancialMetric,FM548,CH270
FinancialMetric,FM668,CH270
FinancialMetric,FM062,CH271
FinancialMetric,FM164,CH271
FinancialMetric,FM238,CH271
FinancialMetric,FM364,CH271
FinancialMetric,FM400,CH271
FinancialMetric,FM429,CH271
FinancialMetric,FM498,CH271
FinancialMetric,FM508,CH271
FinancialMetric,FM642,CH271
FinancialMetric,FM721,CH271
FinancialMetric,FM104,CH272
FinancialMetric,FM105,CH272
FinancialMetric,FM608,CH272
FinancialMetric,FM609,CH272
FinancialMetric,FM383,CH273
FinancialMetric,FM553,CH274
FinancialMetric,FM840,CH274
FinancialMetric,FM127,CH275
FinancialMetric,FM193,CH275
FinancialMetric,FM378,CH275
FinancialMetric,FM382,CH275
FinancialMetric,FM401,CH275
FinancialMetric,FM425,CH275
FinancialMetric,FM504,CH275
FinancialMetric,FM552,CH275
FinancialMetric,FM793,CH275
FinancialMetric,FM063,CH276
FinancialMetric,FM383,CH276
FinancialMetric,FM395,CH276
FinancialMetric,FM397,CH276
FinancialMetric,FM416,CH276
FinancialMetric,FM417,CH276
FinancialMetric,FM430,CH276
FinancialMetric,FM567,CH276
FinancialMetric,FM652,CH276
FinancialMetric,FM690,CH276
FinancialMetric,FM691,CH276
FinancialMetric,FM780,CH276
FinancialMetric,FM098,CH277
FinancialMetric,FM167,CH277
FinancialMetric,FM455,CH277
FinancialMetric,FM481,CH277
FinancialMetric,FM483,CH277
FinancialMetric,FM484,CH277
FinancialMetric,FM485,CH277
FinancialMetric,FM486,CH277
FinancialMetric,FM080,CH278
FinancialMetric,FM081,CH278
FinancialMetric,FM082,CH278
FinancialMetric,FM083,CH278
FinancialMetric,FM137,CH278
FinancialMetric,FM168,CH278
FinancialMetric,FM177,CH278
FinancialMetric,FM242,CH278
FinancialMetric,FM479,CH278
FinancialMetric,FM622,CH278
FinancialMetric,FM642,CH278
FinancialMetric,FM720,CH278
FinancialMetric,FM777,CH278
FinancialMetric,FM828,CH278
FinancialMetric,FM830,CH278
FinancialMetric,FM421,CH279
FinancialMetric,FM433,CH279
FinancialMetric,FM701,CH279
FinancialMetric,FM744,CH279
FinancialMetric,FM056,CH280
FinancialMetric,FM076,CH280
FinancialMetric,FM145,CH282
FinancialMetric,FM146,CH282
FinancialMetric,FM147,CH282
FinancialMetric,FM218,CH282
FinancialMetric,FM221,CH282
FinancialMetric,FM530,CH282
FinancialMetric,FM560,CH282
FinancialMetric,FM869,CH282
FinancialMetric,FM143,CH283
FinancialMetric,FM420,CH283
FinancialMetric,FM450,CH283
FinancialMetric,FM548,CH283
FinancialMetric,FM751,CH283
FinancialMetric,FM775,CH283
FinancialMetric,FM054,CH284
FinancialMetric,FM150,CH284
FinancialMetric,FM156,CH284
FinancialMetric,FM509,CH284
FinancialMetric,FM602,CH284
FinancialMetric,FM870,CH284
FinancialMetric,FM251,CH285
FinancialMetric,FM668,CH285
FinancialMetric,FM197,CH287
FinancialMetric,FM458,CH287
FinancialMetric,FM651,CH293
FinancialMetric,FM414,CH297
FinancialMetric,FM484,CH323
FinancialMetric,FM499,CH323
FinancialMetric,FM505,CH323
FinancialMetric,FM516,CH323
FinancialMetric,FM518,CH323
FinancialMetric,FM519,CH323
FinancialMetric,FM310,CH324
FinancialMetric,FM388,CH324
FinancialMetric,FM422,CH324
FinancialMetric,FM495,CH324
FinancialMetric,FM503,CH324
FinancialMetric,FM517,CH324
FinancialMetric,FM550,CH324
FinancialMetric,FM559,CH324
FinancialMetric,FM781,CH324
FinancialMetric,FM789,CH324
FinancialMetric,FM826,CH324
FinancialMetric,FM494,CH325
FinancialMetric,FM065,CH327
FinancialMetric,FM202,CH327
FinancialMetric,FM545,CH327
FinancialMetric,FM546,CH327
FinancialMetric,FM586,CH327
FinancialMetric,FM675,CH327
FinancialMetric,FM788,CH327
FinancialMetric,FM806,CH327
FinancialMetric,FM227,CH328
FinancialMetric,FM370,CH328
FinancialMetric,FM660,CH328
FinancialMetric,FM686,CH328
FinancialMetric,FM747,CH328
FinancialMetric,FM780,CH328
FinancialMetric,FM802,CH328
FinancialMetric,FM803,CH328
FinancialMetric,FM807,CH328
FinancialMetric,FM215,CH329
FinancialMetric,FM489,CH329
FinancialMetric,FM654,CH329
FinancialMetric,FM743,CH329
FinancialMetric,FM805,CH329
FinancialMetric,FM808,CH329
FinancialMetric,FM198,CH330
FinancialMetric,FM199,CH330
FinancialMetric,FM200,CH330
FinancialMetric,FM459,CH330
FinancialMetric,FM460,CH330
FinancialMetric,FM461,CH330
FinancialMetric,FM587,CH330
FinancialMetric,FM588,CH330
FinancialMetric,FM228,CH331
FinancialMetric,FM372,CH331
FinancialMetric,FM661,CH331
FinancialMetric,FM689,CH331
FinancialMetric,FM748,CH331
FinancialMetric,FM099,CH332
FinancialMetric,FM166,CH332
FinancialMetric,FM282,CH332
FinancialMetric,FM303,CH332
FinancialMetric,FM362,CH332
FinancialMetric,FM567,CH332
FinancialMetric,FM659,CH332
FinancialMetric,FM733,CH332
FinancialMetric,FM157,CH333
FinancialMetric,FM166,CH333
FinancialMetric,FM254,CH333
FinancialMetric,FM480,CH333
FinancialMetric,FM488,CH333
FinancialMetric,FM521,CH333
FinancialMetric,FM531,CH333
FinancialMetric,FM562,CH333
FinancialMetric,FM616,CH333
FinancialMetric,FM734,CH333
FinancialMetric,FM064,CH334
FinancialMetric,FM148,CH334
FinancialMetric,FM253,CH334
FinancialMetric,FM456,CH334
FinancialMetric,FM486,CH334
FinancialMetric,FM488,CH334
FinancialMetric,FM549,CH334
FinancialMetric,FM597,CH334
FinancialMetric,FM615,CH334
FinancialMetric,FM618,CH334
FinancialMetric,FM619,CH334
FinancialMetric,FM620,CH334
FinancialMetric,FM732,CH334
FinancialMetric,FM122,CH335
FinancialMetric,FM173,CH335
FinancialMetric,FM188,CH335
FinancialMetric,FM341,CH335
FinancialMetric,FM480,CH335
FinancialMetric,FM485,CH335
FinancialMetric,FM581,CH335
FinancialMetric,FM582,CH335
FinancialMetric,FM646,CH335
FinancialMetric,FM745,CH335
FinancialMetric,FM078,CH336
FinancialMetric,FM084,CH336
FinancialMetric,FM106,CH336
FinancialMetric,FM151,CH336
FinancialMetric,FM279,CH336
FinancialMetric,FM338,CH336
FinancialMetric,FM539,CH336
FinancialMetric,FM581,CH336
FinancialMetric,FM822,CH336
FinancialMetric,FM832,CH336
FinancialMetric,FM069,CH337
FinancialMetric,FM074,CH337
FinancialMetric,FM216,CH337
FinancialMetric,FM305,CH337
FinancialMetric,FM643,CH337
FinancialMetric,FM644,CH337
FinancialMetric,FM731,CH337
FinancialMetric,FM804,CH337
FinancialMetric,FM448,CH338
FinancialMetric,FM558,CH338
FinancialMetric,FM617,CH338
FinancialMetric,FM766,CH338
FinancialMetric,FM809,CH338
FinancialMetric,FM829,CH338
FinancialMetric,FM833,CH338
FinancialMetric,FM601,CH340
FinancialMetric,FM088,CH341
FinancialMetric,FM398,CH342
FinancialMetric,FM152,CH343
FinancialMetric,FM337,CH343
FinancialMetric,FM390,CH343
FinancialMetric,FM574,CH344
FinancialMetric,FM676,CH344
FinancialMetric,FM511,CH345
FinancialMetric,FM514,CH345
FinancialMetric,FM736,CH345
FinancialMetric,FM737,CH346
Company,C003,CH012
Company,C002,CH027
Company,C003,CH030
Company,C003,CH032
Company,C001,CH041
Company,C002,CH041
Company,C003,CH083
Company,C003,CH084
Company,C003,CH091
Company,C003,CH092
Company,C003,CH097
Company,C003,CH099
Company,C005,CH115
Company,C005,CH171
Company,C005,CH172
Company,C005,CH174
Company,C005,CH176
Company,C005,CH178
Company,C005,CH182
Company,C005,CH183
Company,C005,CH184
Company,C005,CH186
Company,C005,CH189
Company,C005,CH194
Company,C005,CH198
Company,C001,CH199
Company,C001,CH229
Company,C001,CH231
Company,C001,CH240
Company,C003,CH245
Company,C003,CH269
Company,C004,CH278
Company,C004,CH280
Company,C006,CH294
Company,C006,CH295
Company,C006,CH300
Company,C006,CH303
Company,C006,CH304
Company,C006,CH317
Company,C006,CH322
Company,C006,CH327
Company,C006,CH336
Company,C006,CH343
Company,C006,CH346
